age,workclass,education,marital.status,occupation,relationship,race,sex,hours.per.week,Income over 50k? 0=no 1=yes
27,Private,10th,Never-married,Sales,Other-relative,White,Male,40,0
51,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,1
40,Private,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,White,Male,60,1
41,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,65,1
49,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,1
37,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
36,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,45,1
35,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,80,1
29,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,25,1
50,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,1
46,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,1
44,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,1
42,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
38,Federal-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1
45,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,1
43,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,1
47,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,1
58,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1
48,Private,Prof-school,Married-civ-spouse,Tech-support,Husband,White,Male,40,1
42,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,1
55,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
51,Private,10th,Married-civ-spouse,Sales,Husband,White,Male,40,1
32,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,1
45,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
56,Private,Masters,Married-civ-spouse,Craft-repair,Husband,White,Male,44,1
38,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,1
45,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,50,1
49,Private,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,1
36,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
49,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
30,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,1
42,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1
55,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
34,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,1
54,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1
42,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,1
25,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
55,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,1
58,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1
62,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,60,1
43,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
57,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,Black,Female,40,1
42,Self-emp-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,1
63,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,32,1
47,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1
37,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
40,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,60,1
43,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1
43,State-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,70,1
41,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,1
32,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,1
47,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,1
39,Federal-gov,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,60,1
53,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
34,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,1
36,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
47,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,41,1
52,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,1
40,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,60,1
42,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
51,Private,Masters,Married-civ-spouse,Protective-serv,Husband,White,Male,40,1
55,Private,Masters,Married-civ-spouse,Tech-support,Husband,White,Male,20,1
38,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,99,1
52,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
60,Federal-gov,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,40,1
55,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1
47,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,Black,Male,50,1
46,Private,Masters,Married-civ-spouse,Tech-support,Husband,White,Male,40,1
35,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,1
59,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
57,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,1
46,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1
46,Federal-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
52,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
45,Private,Doctorate,Married-civ-spouse,Prof-specialty,Wife,White,Female,30,1
37,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,40,1
46,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,1
44,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Black,Male,50,1
45,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
43,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,52,1
54,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
50,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
51,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,1
45,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
36,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,1
27,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
36,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,35,1
53,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,1
51,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,1
28,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,24,1
47,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
45,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,1
45,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,35,1
39,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1
39,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
55,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
62,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,98,1
49,Private,Bachelors,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,50,1
53,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
31,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,1
42,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,1
39,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,45,1
60,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,1
26,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
37,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
45,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,1
37,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,45,1
32,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,45,1
39,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
58,Self-emp-not-inc,10th,Married-civ-spouse,Craft-repair,Wife,White,Female,35,1
45,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,43,1
41,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,1
36,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,65,1
51,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,1
39,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,62,1
56,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1
53,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40,1
40,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Prof-specialty,Wife,White,Female,15,1
57,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,1
50,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,35,1
34,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,1
35,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,30,1
30,Self-emp-not-inc,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,15,1
53,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,1
31,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,70,1
37,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,1
34,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,1
36,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1
40,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
51,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,60,1
33,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,45,1
40,Private,Doctorate,Married-civ-spouse,Prof-specialty,Wife,White,Female,20,1
50,Self-emp-inc,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,63,1
46,Self-emp-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,60,1
54,Private,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
39,Private,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,24,1
54,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,1
31,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,99,1
51,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
55,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,1
36,Private,Masters,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,1
41,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,60,1
56,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,50,1
38,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,40,1
47,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,45,1
39,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,1
59,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
54,Private,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,43,1
54,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,35,1
31,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,1
59,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,1
46,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1
57,Private,Doctorate,Married-civ-spouse,Tech-support,Husband,White,Male,40,1
36,Private,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,44,1
44,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,1
33,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1
54,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,18,1
55,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,1
36,Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,50,1
49,Local-gov,Prof-school,Married-civ-spouse,Prof-specialty,Wife,White,Female,60,1
41,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1
40,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,45,1
43,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
39,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,20,1
48,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,1
43,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
42,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,1
36,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,1
39,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Male,40,0
21,Private,Some-college,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,40,0
23,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,40,0
47,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,40,0
30,Private,HS-grad,Never-married,Adm-clerical,Other-relative,White,Female,40,0
35,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,0
26,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,40,0
26,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,55,0
41,Local-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,Male,40,0
30,Local-gov,Some-college,Never-married,Protective-serv,Not-in-family,Black,Male,40,0
28,Private,HS-grad,Separated,Craft-repair,Not-in-family,White,Male,40,0
56,Private,HS-grad,Widowed,Sales,Not-in-family,White,Female,40,0
35,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,40,0
34,Private,Assoc-voc,Never-married,Tech-support,Not-in-family,White,Female,40,0
29,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,35,0
23,Private,Assoc-acdm,Never-married,Adm-clerical,Own-child,White,Female,20,0
24,Federal-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,0
62,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Male,40,0
77,Self-emp-not-inc,Some-college,Widowed,Adm-clerical,Not-in-family,White,Female,1,0
47,Private,Prof-school,Married-civ-spouse,Prof-specialty,Wife,White,Female,60,1
48,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,1
42,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1
31,Private,Masters,Married-civ-spouse,Tech-support,Husband,White,Male,40,1
43,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
50,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,65,1
36,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1
49,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
38,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
48,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Wife,White,Female,46,1
46,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
56,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,60,1
37,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,1
51,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,1
43,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
46,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
42,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,1
45,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,1
23,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
45,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,1
30,State-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,0
49,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Black,Male,60,1
49,Private,Assoc-acdm,Married-civ-spouse,Sales,Wife,White,Female,40,1
57,Private,Prof-school,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,1
42,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,80,1
43,Local-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,1
43,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
42,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,1
53,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,1
40,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,48,1
46,Private,Masters,Married-civ-spouse,Tech-support,Husband,White,Male,40,1
41,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,1
49,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
31,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1
34,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
40,Federal-gov,Masters,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,40,1
50,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,38,1
54,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,1
49,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,1
44,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Wife,White,Female,60,1
57,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
28,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,55,0
57,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,1
59,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,43,1
38,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,1
36,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,1
55,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
34,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,60,1
51,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,50,1
46,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,70,1
